Number        Region        Date          Confirmed     Dead          Recovered     
             4Donetsk           22.02.2020             0             0             0
             4Donetsk           23.02.2020             0             0             0
             4Donetsk           24.02.2020             0             0             0
             4Donetsk           25.02.2020             0             0             0
             4Donetsk           26.02.2020             0             0             0
             4Donetsk           27.02.2020             0             0             0
             4Donetsk           28.02.2020             0             0             0
             4Donetsk           29.02.2020             0             0             0
             4Donetsk           01.03.2020             0             0             0
             4Donetsk           02.03.2020             0             0             0
             4Donetsk           03.03.2020             0             0             0
             4Donetsk           04.03.2020             0             0             0
             4Donetsk           05.03.2020             0             0             0
             4Donetsk           06.03.2020             0             0             0
             4Donetsk           07.03.2020             0             0             0
             4Donetsk           08.03.2020             0             0             0
             4Donetsk           09.03.2020             0             0             0
             4Donetsk           10.03.2020             0             0             0
             4Donetsk           11.03.2020             0             0             0
             4Donetsk           12.03.2020             0             0             0
             4Donetsk           13.03.2020             0             0             0
             4Donetsk           14.03.2020             0             0             0
             4Donetsk           15.03.2020             0             0             0
             4Donetsk           16.03.2020             0             0             0
             4Donetsk           17.03.2020             0             0             0
             4Donetsk           18.03.2020             1             0             0
             4Donetsk           19.03.2020             0             0             0
             4Donetsk           20.03.2020             0             0             0
             4Donetsk           21.03.2020             0             0             0
             4Donetsk           22.03.2020             0             0             0
             4Donetsk           23.03.2020             0             0             0
             4Donetsk           24.03.2020             0             0             0
             4Donetsk           25.03.2020             0             0             0
             4Donetsk           26.03.2020             1             0             0
             4Donetsk           27.03.2020             0             0             0
             4Donetsk           28.03.2020             0             0             0
             4Donetsk           29.03.2020             4             0             0
             4Donetsk           30.03.2020             1             0             0
             4Donetsk           31.03.2020             0             0             0
             4Donetsk           01.04.2020             0             0             0
             4Donetsk           02.04.2020             1             0             0
             4Donetsk           03.04.2020             1             1             0
             4Donetsk           04.04.2020             0             0             0
             4Donetsk           05.04.2020             0             0             0
             4Donetsk           06.04.2020             0             0             0
             4Donetsk           07.04.2020             2             0             0
             4Donetsk           08.04.2020             0             0             1
             4Donetsk           09.04.2020             0             0             0
             4Donetsk           10.04.2020             0             0             0
             4Donetsk           11.04.2020             0             0             1
             4Donetsk           12.04.2020             0             0             0
             4Donetsk           13.04.2020             1             0             3
             4Donetsk           14.04.2020             0             0             0
             4Donetsk           15.04.2020             1             0             0
             4Donetsk           16.04.2020             0             0             1
             4Donetsk           17.04.2020             2             0             1
             4Donetsk           18.04.2020             2             0             0
             4Donetsk           19.04.2020             0             0             0
             4Donetsk           20.04.2020             0             0             1
             4Donetsk           21.04.2020             3             0             2
             4Donetsk           22.04.2020             7             0             0
             4Donetsk           23.04.2020            10             0             0
             4Donetsk           24.04.2020             2             0             0
             4Donetsk           25.04.2020            25             0             0
